Comissão;Nome da Comissão;Indicado pelo;Condição;Nome Parlamentar;Partido;UF;Entrada;Gabinete;Anexo;Telefone;Fax;Tratamento
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PSDB/PSB/PPS/PV;S;JOSE STÉDILE;PSB;RS;22/03/2017;354;4;3215-5354;3215-2354;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PSDB/PSB/PPS/PV;S;MARINALDO ROSENDO;PSB;PE;22/03/2017;827;4;3215-5827;3215-2827;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PSDB/PSB/PPS/PV;S;NILSON PINTO;PSDB;PA;22/03/2017;527;4;3215-5527;3215-2527;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PSL;S;JOSUÉ BENGTSON;PTB;PA;22/03/2017;505;4;3215-5505;3215-2505;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;T;AROLDE DE OLIVEIRA;PSC;RJ;22/03/2017;917;4;3215-5917;3215-2917;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;T;BILAC PINTO;PR;MG;22/03/2017;806;4;3215-5806;3215-2806;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;T;FÁBIO FARIA;PSD;RN;22/03/2017;706;4;3215-5706;3215-2706;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;T;GOULART;PSD;SP;22/03/2017;533;4;3215-5533;3215-2533;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;T;LUCIANA SANTOS;PCdoB;PE;19/04/2017;524;4;3215-5524;3215-2524;Exma. Senhora Deputada
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;T;MARCELO AGUIAR;DEM;SP;22/03/2017;367;3;3215-5367;3215-2367;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;T;MARGARIDA SALOMÃO;PT;MG;22/03/2017;236;4;3215-5236;3215-2236;Exma. Senhora Deputada
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;T;PASTOR LUCIANO BRAGA;PRB;BA;22/03/2017;810;4;3215-5810;3215-2810;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;T;SANDRO ALEX;PSD;PR;22/03/2017;221;4;3215-5221;3215-2221;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;T;SILAS CÂMARA;PRB;AM;22/03/2017;532;4;3215-5532;3215-2532;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;S;ALEXANDRE VALLE;PR;RJ;22/03/2017;587;3;3215-5587;3215-2587;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;S;ARIOSTO HOLANDA;PDT;CE;22/03/2017;522;4;3215-5522;3215-2522;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;S;BETO FARO;PT;PA;22/03/2017;723;4;3215-5723;3215-2723;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;S;CAETANO;PT;BA;22/03/2017;415;4;3215-5415;3215-2415;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;S;CESAR SOUZA;PSD;SC;22/03/2017;609;4;3215-5609;3215-2609;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;S;DOMINGOS NETO;PSD;CE;22/03/2017;546;4;3215-5546;3215-2546;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;S;JEFFERSON CAMPOS;PSD;SP;22/03/2017;346;4;3215-5346;3215-2346;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;S;JÚLIO CESAR;PSD;PI;22/03/2017;944;4;3215-5944;3215-2944;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;S;MILTON MONTI;PR;SP;22/03/2017;328;4;3215-5328;3215-2328;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;S;ODORICO MONTEIRO;PSB;CE;22/03/2017;582;3;3215-5582;3215-2582;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;S;PAULO ABI-ACKEL;PSDB;MG;22/03/2017;460;4;3215-5460;3215-2460;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;S;PAULO HENRIQUE LUSTOSA;PP;CE;22/03/2017;911;4;3215-5911;3215-2911;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PT/PSD/PR/PROS/PCdoB;S;ROBINSON ALMEIDA;PT;BA;22/03/2017;576;3;3215-5576;3215-2576;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PTdoB;T;CABO DACIOLO;PTdoB;RJ;24/03/2017;803;4;3215-5803;3215-2803;Exmo. Senhor Deputado
CCTCI;Comissão de Ciência e Tecnologia, Comunicação e Informática;PTdoB;S;SILVIO COSTA;PTdoB;PE;22/03/2017;417;4;3215-5417;3215-2417;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PDT;T;DR. JORGE SILVA;PHS;ES;22/03/2017;227;4;3215-5227;3215-2227;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PDT;S;FLAVINHO;PSB;SP;29/03/2017;369;3;3215-5369;3215-2369;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ARNALDO JORDY;PPS;PA;22/03/2017;506;4;3215-5506;3215-2506;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;CABUÇU BORGES;PMDB;AP;22/03/2017;380;3;3215-5380;3215-2380;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;CELSO PANSERA;PMDB;RJ;22/03/2017;475;3;3215-5475;3215-2475;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;LUZIA FERREIRA;PPS;MG;27/04/2017;211;4;3215-5211;3215-2211;Exma. Senhora Deputada
CCULT;Comissão de Cultura;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;SÉRGIO REIS;PRB;SP;22/03/2017;213;4;3215-5213;3215-2213;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;SÓSTENES CAVALCANTE;DEM;RJ;22/03/2017;560;4;3215-5560;3215-2560;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;CELSO JACOB;PMDB;RJ;22/03/2017;382;3;3215-5382;3215-2382;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;EFRAIM FILHO;DEM;PB;22/03/2017;744;4;3215-5744;3215-2744;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;EVANDRO GUSSI;PV;SP;22/03/2017;433;4;3215-5433;3215-2433;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;GOULART;PSD;SP;31/05/2017;533;4;3215-5533;3215-2533;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;LINCOLN PORTELA;PRB;MG;22/03/2017;615;4;3215-5615;3215-2615;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;LUCIANA SANTOS;PCdoB;PE;02/05/2017;524;4;3215-5524;3215-2524;Exma. Senhora Deputada
CCULT;Comissão de Cultura;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;MARINHA RAUPP;PMDB;RO;11/04/2017;614;4;3215-5614;3215-2614;Exma. Senhora Deputada
CCULT;Comissão de Cultura;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;PEDRO UCZAI;PT;SC;22/03/2017;229;4;3215-5229;3215-2229;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PSDB/PSB/PPS/PV;T;JEAN WYLLYS;PSOL;RJ;22/03/2017;646;4;3215-5646;3215-2646;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PSDB/PSB/PPS/PV;T;JOSE STÉDILE;PSB;RS;22/03/2017;354;4;3215-5354;3215-2354;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PSDB/PSB/PPS/PV;T;RAIMUNDO GOMES DE MATOS;PSDB;CE;20/04/2017;725;4;3215-5725;3215-2725;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PSDB/PSB/PPS/PV;T;THIAGO PEIXOTO;PSD;GO;22/03/2017;941;4;3215-5941;3215-2941;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PSDB/PSB/PPS/PV;S;CREUZA PEREIRA;PSB;PE;03/05/2017;662;4;3215-5662;3215-2662;Exma. Senhora Deputada
CCULT;Comissão de Cultura;PSDB/PSB/PPS/PV;S;DOMINGOS SÁVIO;PSDB;MG;22/03/2017;345;4;3215-5345;3215-2345;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PSDB/PSB/PPS/PV;S;GIUSEPPE VECCI;PSDB;GO;22/03/2017;383;3;3215-5383;3215-2383;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PSDB/PSB/PPS/PV;S;TADEU ALENCAR;PSB;PE;22/03/2017;820;4;3215-5820;3215-2820;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PT/PSD/PR/PROS/PCdoB;T;CHICO D'ANGELO;PT;RJ;29/03/2017;542;4;3215-5542;3215-2542;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PT/PSD/PR/PROS/PCdoB;T;ELIZIANE GAMA;PPS;MA;22/03/2017;205;4;3215-5205;3215-2205;Exma. Senhora Deputada
CCULT;Comissão de Cultura;PT/PSD/PR/PROS/PCdoB;T;MARGARIDA SALOMÃO;PT;MG;22/03/2017;236;4;3215-5236;3215-2236;Exma. Senhora Deputada
CCULT;Comissão de Cultura;PT/PSD/PR/PROS/PCdoB;T;RENATA ABREU;PODE;SP;25/04/2017;726;4;3215-5726;3215-2726;Exma. Senhora Deputada
CCULT;Comissão de Cultura;PT/PSD/PR/PROS/PCdoB;T;RUBENS OTONI;PT;GO;22/03/2017;501;4;3215-5501;3215-2501;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PT/PSD/PR/PROS/PCdoB;T;TIRIRICA;PR;SP;22/03/2017;637;4;3215-5637;3215-2637;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PT/PSD/PR/PROS/PCdoB;S;BENEDITA DA SILVA;PT;RJ;22/03/2017;330;4;3215-5330;3215-2330;Exma. Senhora Deputada
CCULT;Comissão de Cultura;PT/PSD/PR/PROS/PCdoB;S;DIEGO GARCIA;PHS;PR;23/03/2017;745;4;3215-5745;3215-2745;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PT/PSD/PR/PROS/PCdoB;S;ERIKA KOKAY;PT;DF;22/03/2017;203;4;3215-5203;3215-2203;Exma. Senhora Deputada
CCULT;Comissão de Cultura;PT/PSD/PR/PROS/PCdoB;S;EVANDRO ROMAN;PSD;PR;25/04/2017;303;4;3215-5303;3215-2303;Exmo. Senhor Deputado
CCULT;Comissão de Cultura;PT/PSD/PR/PROS/PCdoB;S;JANDIRA FEGHALI;PCdoB;RJ;25/04/2017;622;4;3215-5622;3215-2622;Exma. Senhora Deputada
CCULT;Comissão de Cultura;PT/PSD/PR/PROS/PCdoB;S;MARIA DO ROSÁRIO;PT;RS;29/03/2017;312;4;3215-5312;3215-2312;Exma. Senhora Deputada
CDC;Comissão de Defesa do Consumidor;PDT;T;CARLOS EDUARDO CADOCA;PDT;PE;22/03/2017;718;4;3215-5718;3215-2718;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PDT;S;WOLNEY QUEIROZ;PDT;PE;22/03/2017;936;4;3215-5936;3215-2936;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ANTÔNIO JÁCOME;PODE;RN;22/03/2017;230;4;3215-5230;3215-2230;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;AUREO;SD;RJ;22/03/2017;212;4;3215-5212;3215-2212;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;CELSO RUSSOMANNO;PRB;SP;22/03/2017;960;4;3215-5960;3215-2960;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;CÉSAR HALUM;PRB;TO;17/04/2017;422;4;3215-5422;3215-2422;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;CHICO LOPES;PCdoB;CE;22/03/2017;310;4;3215-5310;3215-2310;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;DELEY;PTB;RJ;22/03/2017;742;4;3215-5742;3215-2742;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;IRMÃO LAZARO;PSC;BA;22/03/2017;450;4;3215-5450;3215-2450;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;KAIO MANIÇOBA;PMDB;PE;22/03/2017;525;4;3215-5525;3215-2525;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;MÁRCIO MARINHO;PRB;BA;22/03/2017;326;4;3215-5326;3215-2326;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;RICARDO IZAR;PP;SP;22/03/2017;634;4;3215-5634;3215-2634;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;ADEMIR CAMILO;PODE;MG;22/03/2017;556;4;3215-5556;3215-2556;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;ANDRÉ AMARAL;PMDB;PB;29/03/2017;276;3;3215-5276;3215-2276;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;EDUARDO DA FONTE;PP;PE;22/03/2017;628;4;3215-5628;3215-2628;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;FAUSTO PINATO;PP;SP;24/05/2017;562;4;3215-5562;3215-2562;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;FELIPE MAIA;DEM;RN;22/03/2017;528;4;3215-5528;3215-2528;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;JOSE STÉDILE;PSB;RS;22/03/2017;354;4;3215-5354;3215-2354;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;LUCAS VERGILIO;SD;GO;22/03/2017;816;4;3215-5816;3215-2816;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;MOSES RODRIGUES;PMDB;CE;22/03/2017;809;4;3215-5809;3215-2809;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;VINICIUS CARVALHO;PRB;SP;22/03/2017;356;4;3215-5356;3215-2356;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PSDB/PSB/PPS/PV;T;ELI CORRÊA FILHO;DEM;SP;22/03/2017;850;4;3215-5850;3215-2850;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PSDB/PSB/PPS/PV;T;JOÃO FERNANDO COUTINHO;PSB;PE;22/03/2017;567;3;32155567;3215-2567;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PSDB/PSB/PPS/PV;T;RODRIGO MARTINS;PSB;PI;22/03/2017;558;4;3215-5558;3215-2558;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PSDB/PSB/PPS/PV;S;ÁTILA LIRA;PSB;PI;23/05/2017;640;4;3215-5640;3215-2640;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PSDB/PSB/PPS/PV;S;CARLOS HENRIQUE GAGUIM;PODE;TO;31/05/2017;222;4;3215-5222;3215-2222;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PSDB/PSB/PPS/PV;S;ELIZIANE GAMA;PPS;MA;22/03/2017;205;4;3215-5205;3215-2205;Exma. Senhora Deputada
CDC;Comissão de Defesa do Consumidor;PSDB/PSB/PPS/PV;S;JÚLIO DELGADO;PSB;MG;23/05/2017;323;4;3215-5323;3215-2323;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PSDB/PSB/PPS/PV;S;MARCO TEBALDI;PSDB;SC;22/03/2017;284;3;3215-5284;3215-2284;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PT/PSD/PR/PROS/PCdoB;T;EROS BIONDINI;PROS;MG;22/03/2017;321;4;3215-5321;3215-2321;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PT/PSD/PR/PROS/PCdoB;T;IVAN VALENTE;PSOL;SP;22/03/2017;716;4;3215-5716;3215-2716;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PT/PSD/PR/PROS/PCdoB;T;JOSÉ CARLOS ARAÚJO;PR;BA;22/03/2017;232;4;3215-5232;3215-2232;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PT/PSD/PR/PROS/PCdoB;T;MARIA HELENA;PSB;RR;18/05/2017;410;4;3215-5410;3215-2410;Exma. Senhora Deputada
CDC;Comissão de Defesa do Consumidor;PT/PSD/PR/PROS/PCdoB;T;SÉRGIO BRITO;PSD;BA;22/03/2017;638;4;3215-5638;3215-2638;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PT/PSD/PR/PROS/PCdoB;T;SEVERINO NINHO;PSB;PE;03/05/2017;314;4;3215-5314;3215-2314;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PT/PSD/PR/PROS/PCdoB;T;WELITON PRADO;PMB;MG;22/03/2017;862;4;3215-5862;3215-2862;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PT/PSD/PR/PROS/PCdoB;S;ANÍBAL GOMES;PMDB;CE;22/03/2017;731;4;3215-5731;3215-2731;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PT/PSD/PR/PROS/PCdoB;S;CABO SABINO;PR;CE;28/03/2017;617;4;3215-5617;3215-2617;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PT/PSD/PR/PROS/PCdoB;S;HEULER CRUVINEL;PSD;GO;22/03/2017;536;4;3215-5536;3215-2536;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PT/PSD/PR/PROS/PCdoB;S;PAULO PIMENTA;PT;RS;22/03/2017;552;4;3215-5552;3215-2552;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PT/PSD/PR/PROS/PCdoB;S;SILVIO COSTA;PTdoB;PE;29/03/2017;417;4;3215-5417;3215-2417;Exmo. Senhor Deputado
CDC;Comissão de Defesa do Consumidor;PT/PSD/PR/PROS/PCdoB;S;WALTER IHOSHI;PSD;SP;22/03/2017;372;3;3215-5372;3215-2372;Exmo. Senhor Deputado
CDEICS;Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços;PDT;T;WALTER IHOSHI;PSD;SP;22/03/2017;372;3;3215-5372;3215-2372;Exmo. Senhor Deputado
CDEICS;Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços;PDT;S;DEOCLIDES MACEDO;PDT;MA;27/04/2017;350;4;3215-5350;3215-2350;Exmo. Senhor Deputado
CDEICS;Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços;PMB;T;AUGUSTO COUTINHO;SD;PE;22/03/2017;373;3;3215-5373;3215-2373;Exmo. Senhor Deputado
CDEICS;Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços;PMB;S;JOSÉ FOGAÇA;PMDB;RS;22/03/2017;376;3;3215-5376;3215-2376;Exmo. Senhor Deputado
CDEICS;Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ADAIL CARNEIRO;PP;CE;22/03/2017;335;4;3215-5335;3215-2335;Exmo. Senhor Deputado
CDEICS;Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;JORGE CÔRTE REAL;PTB;PE;22/03/2017;621;4;3215-5621;3215-2621;Exmo. Senhor Deputado
CDEICS;Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;LUCAS VERGILIO;SD;GO;22/03/2017;816;4;3215-5816;3215-2816;Exmo. Senhor Deputado
CDEICS;Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;MAURO PEREIRA;PMDB;RS;22/03/2017;843;4;3215-5843;3215-2843;Exmo. Senhor Deputado
CDEICS;Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;RENATO MOLLING;PP;RS;22/03/2017;337;4;3215-5337;3215-2337;Exmo. Senhor Deputado
CDEICS;Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;VAIDON OLIVEIRA;DEM;CE;22/03/2017;570;3;3215-5570;3215-2570;Exmo. Senhor Deputado
CDEICS;Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;VINICIUS CARVALHO;PRB;SP;22/03/2017;356;4;3215-5356;3215-2356;Exmo. Senhor Deputado
CDEICS;Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;ZÉ AUGUSTO NALIN;PMDB;RJ;22/03/2017;302;4;3215-5302;3215-2302;Exmo. Senhor Deputado
CDEICS;Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;ALAN RICK;PRB;AC;22/03/2017;650;4;3215-5650;3215-2650;Exmo. Senhor Deputado
CDEICS;Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;CONCEIÇÃO SAMPAIO;PP;AM;22/03/2017;515;4;3215-5515;3215-2515;Exma. Senhora Deputada
CDEICS;Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;COVATTI FILHO;PP;RS;22/03/2017;228;4;3215-5228;3215-2228;Exmo. Senhor Deputado
