Comissão;Nome da Comissão;Indicado pelo;Condição;Nome Parlamentar;Partido;UF;Entrada;Gabinete;Anexo;Telefone;Fax;Tratamento
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;FRANCISCO FLORIANO;DEM;RJ;22/03/2017;719;4;3215-5719;3215-2719;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;GENECIAS NORONHA;SD;CE;22/03/2017;244;4;3215-5244;3215-2244;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;JOÃO CAMPOS;PRB;GO;22/03/2017;315;4;3215-5315;3215-2315;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;JOSÉ CARLOS ALELUIA;DEM;BA;22/03/2017;854;4;3215-5854;3215-2854;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;JOSÉ FOGAÇA;PMDB;RS;22/03/2017;376;3;3215-5376;3215-2376;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;JUSCELINO FILHO;DEM;MA;22/03/2017;370;3;3215-5370;3215-2370;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;LINCOLN PORTELA;PRB;MG;22/03/2017;615;4;3215-5615;3215-2615;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;LUIZ FERNANDO FARIA;PP;MG;22/03/2017;832;4;3215-5832;3215-2832;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;MAIA FILHO;PP;PI;22/03/2017;624;4;3215-5624;3215-2624;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;MAJOR OLIMPIO;SD;SP;22/03/2017;279;3;3215-5279;3215-2279;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;MARCELO ARO;PHS;MG;24/05/2017;280;3;3215-5280;3215-2280;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;MARCOS ROGÉRIO;DEM;RO;22/03/2017;930;4;3215-5930;3215-2930;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;OSMAR SERRAGLIO;PMDB;PR;13/06/2017;845;4;3215-5845;3215-2845;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;PAES LANDIM;PTB;PI;22/03/2017;648;4;3215-5648;3215-2648;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;PAULO MALUF;PP;SP;22/03/2017;512;4;3215-5512;3215-2512;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;RODRIGO PACHECO;PMDB;MG;22/03/2017;510;4;3215-5510;3215-2510;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;SERGIO ZVEITER;PMDB;RJ;22/03/2017;437;4;3215-5437;3215-2437;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;T;SORAYA SANTOS;PMDB;RJ;22/03/2017;352;4;3215-5352;3215-2352;Exma. Senhora Deputada
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;ALEXANDRE LEITE;DEM;SP;22/03/2017;841;4;3215-5841;3215-2841;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;ANDRÉ ABDON;PP;AP;22/03/2017;831;4;3215-5831;3215-2831;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;AUREO;SD;RJ;22/03/2017;212;4;3215-5212;3215-2212;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;BACELAR;PODE;BA;23/03/2017;381;3;3215-5381;3215-2381;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;BENJAMIN MARANHÃO;SD;PB;22/03/2017;458;4;3215-5458;3215-2458;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;BETO MANSUR;PRB;SP;22/03/2017;616;4;3215-5616;3215-2616;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;CELSO MALDANER;PMDB;SC;22/03/2017;311;4;3215-5311;3215-2311;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;CÍCERO ALMEIDA;PMDB;AL;22/03/2017;760;4;3215-5760;3215-2760;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;CLEBER VERDE;PRB;MA;13/06/2017;710;4;3215-5710;3215-2710;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;COVATTI FILHO;PP;RS;22/03/2017;228;4;3215-5228;3215-2228;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;DARCÍSIO PERONDI;PMDB;RS;13/06/2017;518;4;3215-5518;3215-2518;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;EFRAIM FILHO;DEM;PB;22/03/2017;744;4;3215-5744;3215-2744;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;FELIPE MAIA;DEM;RN;22/03/2017;528;4;3215-5528;3215-2528;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;GIOVANI CHERINI;PR;RS;22/03/2017;468;3;3215-5468;3215-2468;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;HILDO ROCHA;PMDB;MA;04/04/2017;734;4;3215-5734;3215-2734;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;HIRAN GONÇALVES;PP;RR;22/03/2017;274;3;3215-5274;3215-2274;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;JERÔNIMO GOERGEN;PP;RS;22/03/2017;316;4;3215-5316;3215-2316;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;JONES MARTINS;PMDB;RS;22/03/2017;927;4;3215-5927;3215-2927;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;KAIO MANIÇOBA;PMDB;PE;22/03/2017;525;4;3215-5525;3215-2525;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;LELO COIMBRA;PMDB;ES;22/03/2017;801;4;3215-5801;3215-2801;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;MÁRIO NEGROMONTE JR.;PP;BA;22/03/2017;517;4;3215-5517;3215-2517;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;MOSES RODRIGUES;PMDB;CE;22/03/2017;809;4;3215-5809;3215-2809;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;ONYX LORENZONI;DEM;RS;22/03/2017;828;4;3215-5828;3215-2828;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;PASTOR EURICO;PHS;PE;27/04/2017;906;4;3215-5906;3215-2906;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;PAUDERNEY AVELINO;DEM;AM;22/03/2017;610;4;3215-5610;3215-2610;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;PAULO HENRIQUE LUSTOSA;PP;CE;22/03/2017;911;4;3215-5911;3215-2911;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;PR. MARCO FELICIANO;PSC;SP;22/03/2017;254;4;3215-5254;3215-2254;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;ROGÉRIO PENINHA MENDONÇA;PMDB;SC;22/03/2017;656;4;3215-5656;3215-2656;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PMDB/PP/PTB/DEM/PRB/SD/PSC/PHS/PODE/PMN/PRP/PSDC/PEN/PRTB;S;VALTENIR PEREIRA;PMDB;MT;22/03/2017;913;4;3215-5913;3215-2913;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;T;BETINHO GOMES;PSDB;PE;22/03/2017;269;3;3215-5269;3215-2269;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;T;DANILO FORTE;PSB;CE;22/03/2017;384;3;3215-5384;3215-2384;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;T;ELIZEU DIONIZIO;PSDB;MS;22/03/2017;531;4;3215-5531;3215-2531;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;T;EVANDRO GUSSI;PV;SP;22/03/2017;433;4;3215-5433;3215-2433;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;T;FABIO GARCIA;PSB;MT;22/03/2017;278;3;3215-5278;3215-2278;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;T;FÁBIO SOUSA;PSDB;GO;22/03/2017;271;3;3215-5271;3215-2271;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;T;JÚLIO DELGADO;PSB;MG;22/03/2017;323;4;3215-5323;3215-2323;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;T;JUTAHY JUNIOR;PSDB;BA;22/03/2017;407;4;3215-5407;3215-2407;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;T;PAULO ABI-ACKEL;PSDB;MG;22/03/2017;460;4;3215-5460;3215-2460;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;T;ROCHA;PSDB;AC;22/03/2017;607;4;3215-5607;3215-2607;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;T;RUBENS BUENO;PPS;PR;22/03/2017;623;4;3215-5623;3215-2623;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;T;SILVIO TORRES;PSDB;SP;22/03/2017;404;4;3215-5404;3215-2404;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;T;TADEU ALENCAR;PSB;PE;22/03/2017;820;4;3215-5820;3215-2820;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;S;ARTHUR OLIVEIRA MAIA;PPS;BA;22/03/2017;830;4;3215-5830;3215-2830;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;S;BONIFÁCIO DE ANDRADA;PSDB;MG;22/03/2017;208;4;3215-5208;3215-2208;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;S;CÉLIO SILVEIRA;PSDB;GO;22/03/2017;565;3;3215-5565;3215-2565;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;S;DANILO CABRAL;PSB;PE;22/03/2017;423;4;3215-5423;3215-2423;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;S;GONZAGA PATRIOTA;PSB;PE;22/03/2017;430;4;3215-5430;3215-2430;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;S;HUGO LEAL;PSB;RJ;22/03/2017;631;4;3215-5631;3215-2631;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;S;JOÃO FERNANDO COUTINHO;PSB;PE;22/03/2017;567;3;32155567;3215-2567;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;S;JOÃO GUALBERTO;PSDB;BA;22/03/2017;358;4;3215-5358;3215-2358;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;S;PEDRO CUNHA LIMA;PSDB;PB;22/03/2017;611;4;3215-5611;3215-2611;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;S;PEDRO VILELA;PSDB;AL;22/03/2017;705;4;3215-5705;3215-2705;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;S;ROBERTO DE LUCENA;PV;SP;22/03/2017;235;4;3215-5235;3215-2235;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;S;RODRIGO DE CASTRO;PSDB;MG;22/03/2017;701;4;3215-5701;3215-2701;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSDB/PSB/PPS/PV;S;SHÉRIDAN;PSDB;RR;22/03/2017;246;4;3215-5246;3215-2246;Exma. Senhora Deputada
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSOL;T;CHICO ALENCAR;PSOL;RJ;22/03/2017;848;4;3215-5848;3215-2848;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PSOL;S;IVAN VALENTE;PSOL;SP;22/03/2017;716;4;3215-5716;3215-2716;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;T;DELEGADO ÉDER MAURO;PSD;PA;22/03/2017;586;3;3215-5586;3215-2586;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;T;DELEGADO WALDIR;PR;GO;22/03/2017;645;4;3215-5645;3215-2645;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;T;DOMINGOS NETO;PSD;CE;22/03/2017;546;4;3215-5546;3215-2546;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;T;EDIO LOPES;PR;RR;22/03/2017;408;4;3215-5408;3215-2408;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;T;EXPEDITO NETTO;PSD;RO;22/03/2017;943;4;3215-5943;3215-2943;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;T;JORGINHO MELLO;PR;SC;22/03/2017;329;4;3215-5329;3215-2329;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;T;JOSÉ MENTOR;PT;SP;22/03/2017;502;4;3215-5502;3215-2502;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;T;LUIZ COUTO;PT;PB;22/03/2017;442;4;3215-5442;3215-2442;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;T;MARCELO DELAROLI;PR;RJ;22/03/2017;509;4;3215-5509;3215-2509;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;T;MARCO MAIA;PT;RS;23/03/2017;28;1;3215-5964;3215-2964;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;T;MARIA DO ROSÁRIO;PT;RS;22/03/2017;312;4;3215-5312;3215-2312;Exma. Senhora Deputada
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;T;PATRUS ANANIAS;PT;MG;22/03/2017;720;4;3215-5720;3215-2720;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;T;PAULO FREIRE;PR;SP;22/03/2017;416;4;3215-5416;3215-2416;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;T;PAULO TEIXEIRA;PT;SP;22/03/2017;281;3;3215-5281;3215-2281;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;T;ROGÉRIO ROSSO;PSD;DF;22/03/2017;283;3;3215-5283;3215-2283;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;T;RONALDO FONSECA;PROS;DF;22/03/2017;223;4;3215-5223;3215-2223;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;T;RUBENS PEREIRA JÚNIOR;PCdoB;MA;19/04/2017;574;3;3215-5574;3215-2574;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;T;THIAGO PEIXOTO;PSD;GO;22/03/2017;941;4;3215-5941;3215-2941;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;T;VALMIR PRASCIDELLI;PT;SP;22/03/2017;837;4;3215-5837;3215-2837;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;T;WADIH DAMOUS;PT;RJ;22/03/2017;413;4;3215-5413;3215-2413;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;S;ANDRÉ DE PAULA;PSD;PE;22/03/2017;754;4;3215-5754;3215-2754;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;S;CABO SABINO;PR;CE;22/03/2017;617;4;3215-5617;3215-2617;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;S;CAPITÃO AUGUSTO;PR;SP;22/03/2017;273;3;3215-5273;3215-2273;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;S;DANIEL ALMEIDA;PCdoB;BA;19/04/2017;317;4;3215-5317;3215-2317;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;S;DELEGADO EDSON MOREIRA;PR;MG;22/03/2017;933;4;3215-5933;3215-2933;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;S;EDMAR ARRUDA;PSD;PR;22/03/2017;962;4;3215-5962;3215-2962;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;S;ERIKA KOKAY;PT;DF;22/03/2017;203;4;3215-5203;3215-2203;Exma. Senhora Deputada
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;S;FÁBIO MITIDIERI;PSD;SE;22/03/2017;286;3;3215-5286;3215-2286;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;S;GABRIEL GUIMARÃES;PT;MG;22/03/2017;821;4;3215-5821;3215-2821;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;S;GORETE PEREIRA;PR;CE;22/03/2017;206;4;3215-5206;3215-2206;Exma. Senhora Deputada
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;S;JOÃO DANIEL;PT;SE;22/03/2017;605;4;3215-5605;3215-2605;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;S;JOSÉ CARLOS ARAÚJO;PR;BA;22/03/2017;232;4;3215-5232;3215-2232;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;S;LAERCIO OLIVEIRA;SD;SE;22/03/2017;629;4;3215-5629;3215-2629;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;S;LAERTE BESSA;PR;DF;22/03/2017;340;4;3215-5340;3215-2340;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;S;NELSON PELLEGRINO;PT;BA;23/03/2017;826;4;3215-5826;3215-2826;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;S;PAULO MAGALHÃES;PSD;BA;22/03/2017;903;4;3215-5903;3215-2903;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;S;REGINALDO LOPES;PT;MG;22/03/2017;426;4;3215-5426;3215-2426;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;S;RUBENS OTONI;PT;GO;22/03/2017;501;4;3215-5501;3215-2501;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;S;SANDRO ALEX;PSD;PR;22/03/2017;221;4;3215-5221;3215-2221;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;PT/PSD/PR/PROS/PCdoB;S;VICENTINHO;PT;SP;22/03/2017;740;4;3215-5740;3215-2740;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;REDE;T;ALESSANDRO MOLON;REDE;RJ;22/03/2017;652;4;3215-5652;3215-2652;Exmo. Senhor Deputado
CCJC;Comissão de Constituição e Justiça e de Cidadania;REDE;S;ALIEL MACHADO;REDE;PR;22/03/2017;480;3;3215-5480;3215-2480;Exmo. Senhor Deputado
